AAD1A04,2026-06-10T08:00:00,2026-06-10T18:00:00,005.006.007-78,0.0,0.0,0.0
AAD1A05,2026-06-11T19:00:00,2026-06-12T07:30:00,006.007.008-89,0.0,0.0,0.0
AAE1A01,2026-06-01T08:00:00,2026-06-01T12:00:00,12.345.678/0001-90,20.0,0.0,20.0
AAE1A02,2026-06-02T09:00:00,2026-06-02T17:00:00,12.345.678/0001-90,20.0,0.0,20.0
AAE1A03,2026-06-03T08:30:00,2026-06-03T16:30:00,12.345.678/0001-90,20.0,0.0,20.0
AAE1A04,2026-06-01T07:30:00,2026-06-01T15:30:00,23.456.789/0001-01,20.0,0.0,20.0
AAE1A05,2026-06-02T08:00:00,2026-06-02T16:00:00,23.456.789/0001-01,20.0,0.0,20.0
AAE1A06,2026-06-04T09:00:00,2026-06-04T17:00:00,23.456.789/0001-01,20.0,0.0,20.0
AAE1A07,2026-06-05T08:30:00,2026-06-05T16:30:00,23.456.789/0001-01,20.0,0.0,20.0
AAE1A08,2026-06-01T07:00:00,2026-06-01T15:00:00,34.567.890/0001-12,20.0,0.0,20.0
AAE1A09,2026-06-02T08:30:00,2026-06-02T16:30:00,34.567.890/0001-12,20.0,0.0,20.0
AAE1A10,2026-06-03T07:30:00,2026-06-03T15:30:00,34.567.890/0001-12,20.0,0.0,20.0
AAF1A01,2026-06-04T08:00:00,2026-06-04T16:00:00,34.567.890/0001-12,20.0,0.0,20.0
AAF1A02,2026-06-05T09:00:00,2026-06-05T17:00:00,34.567.890/0001-12,20.0,0.0,20.0
AAF1A03,2026-06-01T08:30:00,2026-06-01T16:30:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A04,2026-06-03T07:30:00,2026-06-03T15:30:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A05,2026-06-05T08:00:00,2026-06-05T16:00:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A06,2026-06-07T07:45:00,2026-06-07T15:45:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A07,2026-06-09T08:30:00,2026-06-09T16:30:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A08,2026-06-11T09:00:00,2026-06-11T17:00:00,45.678.901/0001-23,20.0,0.0,20.0
AAF1A09,2026-06-01T07:30:00,2026-06-01T15:30:00,56.789.012/0001-34,20.0,0.0,20.0
AAF1A10,2026-06-02T08:00:00,2026-06-02T16:00:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A01,2026-06-03T07:45:00,2026-06-03T15:45:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A02,2026-06-04T08:30:00,2026-06-04T16:30:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A03,2026-06-06T09:00:00,2026-06-06T17:00:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A04,2026-06-08T08:00:00,2026-06-08T16:00:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A05,2026-06-10T07:30:00,2026-06-10T15:30:00,56.789.012/0001-34,20.0,0.0,20.0
AAG1A06,2026-06-01T08:00:00,2026-06-01T16:00:00,67.890.123/0001-45,20.0,0.0,20.0
AAG1A07,2026-06-02T09:00:00,2026-06-02T17:00:00,67.890.123/0001-45,20.0,0.0,20.0
AAG1A08,2026-06-03T08:30:00,2026-06-03T16:30:00,67.890.123/0001-45,20.0,0.0,20.0
AAG1A09,2026-06-04T07:00:00,2026-06-04T15:00:00,67.890.123/0001-45,20.0,0.0,20.0
AAG1A10,2026-06-05T08:30:00,2026-06-05T16:30:00,67.890.123/0001-45,20.0,0.0,20.0
AAH1A01,2026-06-06T07:30:00,2026-06-06T15:30:00,67.890.123/0001-45,20.0,0.0,20.0
AAH1A02,2026-06-07T08:00:00,2026-06-07T16:00:00,67.890.123/0001-45,20.0,0.0,20.0
AAH1A03,2026-06-08T09:00:00,2026-06-08T17:00:00,67.890.123/0001-45,20.0,0.0,20.0
AAH1A04,2026-06-09T08:30:00,2026-06-09T16:30:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A05,2026-06-10T07:00:00,2026-06-10T15:00:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A06,2026-06-11T08:00:00,2026-06-11T16:00:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A07,2026-06-12T09:00:00,2026-06-12T17:00:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A08,2026-06-13T08:30:00,2026-06-13T16:30:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A09,2026-06-14T07:30:00,2026-06-14T15:30:00,78.901.234/0001-56,20.0,0.0,20.0
AAH1A10,2026-06-15T08:00:00,2026-06-15T16:00:00,78.901.234/0001-56,20.0,0.0,20.0
AAI1A01,2026-06-02T18:00:00,2026-06-03T08:00:00,89.012.345/0001-67,20.0,0.0,20.0
AAI1A03,2026-06-04T19:30:00,2026-06-05T07:30:00,89.012.345/0001-67,20.0,0.0,20.0
AAJ1A01,2026-06-06T18:30:00,2026-06-07T08:30:00,90.123.456/0001-78,20.0,0.0,20.0
AAK1A01,2026-06-08T19:00:00,2026-06-09T07:00:00,01.234.567/0001-89,20.0,0.0,20.0
AAL1A01,2026-06-10T18:30:00,2026-06-11T08:30:00,11.223.344/0001-55,20.0,0.0,20.0
ZZA1A01,2026-06-01T09:00:00,2026-06-01T11:00:00,0,10.0,0.0,10.0
ZZA1A02,2026-06-01T14:00:00,2026-06-01T17:00:00,0,15.0,0.0,15.0
ZZA1A03,2026-06-02T08:30:00,2026-06-02T11:30:00,0,15.0,0.0,15.0
ZZA1A04,2026-06-02T13:00:00,2026-06-02T16:00:00,0,15.0,0.0,15.0
ZZA1A05,2026-06-03T10:00:00,2026-06-03T12:00:00,0,10.0,0.0,10.0
ZZA1A06,2026-06-04T09:30:00,2026-06-04T13:30:00,0,20.0,0.0,20.0
ZZA1A07,2026-06-05T08:00:00,2026-06-05T10:00:00,0,10.0,0.0,10.0
ZZA1A08,2026-06-06T11:00:00,2026-06-06T14:00:00,0,15.0,0.0,15.0
ZZA1A09,2026-06-07T09:00:00,2026-06-07T12:00:00,0,15.0,0.0,15.0
ZZA1A10,2026-06-08T10:30:00,2026-06-08T13:30:00,0,15.0,0.0,15.0
ZZA1A11,2026-06-09T08:00:00,2026-06-09T10:00:00,0,10.0,0.0,10.0
ZZA1A12,2026-06-09T14:00:00,2026-06-09T18:00:00,0,20.0,0.0,20.0
ZZA1A13,2026-06-10T09:00:00,2026-06-10T11:00:00,0,10.0,0.0,10.0
ZZA1A14,2026-06-11T10:00:00,2026-06-11T13:00:00,0,15.0,0.0,15.0
ZZA1A15,2026-06-12T08:30:00,2026-06-12T12:30:00,0,20.0,0.0,20.0
ZZA1A16,2026-06-13T09:00:00,2026-06-13T11:00:00,0,10.0,0.0,10.0
ZZA1A17,2026-06-14T10:00:00,2026-06-14T14:00:00,0,20.0,0.0,20.0
ZZA1A18,2026-06-15T09:00:00,2026-06-15T11:00:00,0,10.0,0.0,10.0
ZZA1A19,2026-06-11T19:00:00,2026-06-12T08:00:00,0,70.0,0.0,70.0
ZZA1A20,2026-06-13T20:00:00,2026-06-14T09:00:00,0,70.0,0.0,70.0
